round,SR,P,Recall,F1,,,
487,0.638603696,0.771830986,0.773283161,0.772556391,,,
488,0.639344262,0.772045028,0.773496241,0.772769953,,,
489,0.6400818,0.772258669,0.77370892,0.772983114,,,
490,0.63877551,0.771535581,0.772983114,0.772258669,,,
491,0.637474542,0.770813845,0.772258669,0.771535581,,,
492,0.636178862,0.770736253,0.772175537,0.771455224,,,
493,0.636916836,0.770949721,0.77238806,0.77166822,,,
494,0.637651822,0.771162791,0.772600186,0.771880819,,,
495,0.638383838,0.771375465,0.772811918,0.772093023,,,
496,0.637096774,0.772140221,0.773567468,0.772853186,,,
497,0.637826962,0.77235023,0.773776547,0.773062731,,,
498,0.636546185,0.772477064,0.773897059,0.77318641,,,
499,0.635270541,0.771769019,0.77318641,0.772477064,,,
500,0.634,0.7552713,0.772477064,0.76019248395,,,
501,0.632734531,0.769371012,0.770776256,0.770072993,,,
502,0.631474104,0.76867031,0.770072993,0.769371012,,,
503,0.632206759,0.768880801,0.770282589,0.769581056,,,
504,0.630952381,0.767841012,0.769230769,0.768535262,,,
505,0.631683168,0.768050542,0.769439421,0.768744354,,,
506,0.632411067,0.768259693,0.769647696,0.768953069,,,
507,0.633136095,0.768468468,0.769855596,0.769161407,,,
508,0.633858268,0.768676868,0.77006312,0.769369369,,,
509,0.634577603,0.768884892,0.77027027,0.769576958,,,
510,0.633333333,0.76819407,0.769576958,0.768884892,,,
511,0.634050881,0.768402154,0.769784173,0.769092543,,,
512,0.634765625,0.768609865,0.769991015,0.76929982,,,
513,0.635477583,0.768817204,0.770197487,0.769506726,,,
514,0.634241245,0.768128917,0.769506726,0.768817204,,,
515,0.633009709,0.76663709,0.768,0.76731794,,,
516,0.63372093,0.766843972,0.768206039,0.767524401,,,
517,0.632495164,0.766164748,0.767524401,0.766843972,,,
518,0.631274131,0.765638767,0.766990291,0.766313933,,,
519,0.630057803,0.765377856,0.766725352,0.766051011,,,
520,0.630769231,0.765583845,0.766930519,0.766256591,,,
521,0.631477927,0.765789474,0.767135325,0.766461809,,,
522,0.632183908,0.765994741,0.767339772,0.766666667,,,
523,0.632887189,0.76619965,0.76754386,0.766871166,,,
524,0.631679389,0.766290182,0.767624021,0.766956522,,,
525,0.63047619,0.765517241,0.766839378,0.766177739,,,
526,0.629277567,0.766267123,0.767581475,0.766923736,,,
527,0.629981025,0.766467066,0.767780634,0.767123288,,,
528,0.628787879,0.766011956,0.767322498,0.766666667,,,
529,0.629489603,0.766211604,0.767521368,0.766865927,,,
530,0.630188679,0.766410912,0.767719898,0.767064846,,,
531,0.629001883,0.765254237,0.76655348,0.765903308,,,
532,0.627819549,0.765993266,0.767284992,0.766638585,,,
533,0.628517824,0.766190076,0.767481045,0.766835017,,,
534,0.627340824,0.765494137,0.766778523,0.766135792,,,
535,0.628037383,0.765690377,0.766974015,0.766331658,,,
536,0.628731343,0.765886288,0.767169179,0.766527197,,,
537,0.629422719,0.766081871,0.767364017,0.766722408,,,
538,0.628252788,0.765780731,0.767054908,0.76641729,,,
539,0.627087199,0.765145228,0.76641729,0.765780731,,,
540,0.627777778,0.765339967,0.766611296,0.765975104,,,
541,0.628465804,0.765534383,0.766804979,0.766169154,,,
542,0.627306273,0.765045342,0.766308836,0.765676568,,,
543,0.626151013,0.764415157,0.765676568,0.765045342,,,
544,0.625,0.763934426,0.765188834,0.764561116,,,
545,0.625688073,0.764127764,0.76538146,0.764754098,,,
546,0.626373626,0.764320786,0.76557377,0.764946765,,,
547,0.627056673,0.764513491,0.765765766,0.765139116,,,
548,0.627737226,0.764705882,0.765957447,0.765331153,,,
549,0.628415301,0.764897959,0.766148814,0.765522876,,,
550,0.627272727,0.764274062,0.765522876,0.764897959,,,
551,0.627949183,0.764466178,0.765714286,0.765089723,,,
552,0.628623188,0.76465798,0.765905383,0.765281174,,,
553,0.627486438,0.763371151,0.76461039,0.763990268,,,
554,0.628158845,0.763562753,0.764801298,0.764181524,,,
555,0.628828829,0.763754045,0.764991896,0.76437247,,,
556,0.629496403,0.763945028,0.765182186,0.764563107,,,
557,0.63016158,0.764135703,0.765372168,0.764753436,,,
558,0.630824373,0.764326069,0.765561843,0.764943457,,,
559,0.629695886,0.763709677,0.764943457,0.764326069,,,
560,0.628571429,0.763621795,0.764847512,0.764234162,,,
561,0.629233512,0.763811049,0.765036087,0.764423077,,,
562,0.628113879,0.763346614,0.764565044,0.763955343,,,
563,0.626998224,0.761867089,0.763074485,0.762470309,,,
564,0.625886525,0.762578616,0.763779528,0.7631786,,,
565,0.626548673,0.762765122,0.763965382,0.76336478,,,
566,0.627208481,0.762951334,0.764150943,0.763550668,,,
567,0.626102293,0.762314308,0.763508222,0.762910798,,,
568,0.626760563,0.7625,0.763693271,0.763096169,,,
569,0.62741652,0.762685402,0.76387803,0.76328125,,,
570,0.628070175,0.762870515,0.7640625,0.763466042,,,
571,0.628721541,0.763055339,0.764246682,0.763650546,,,
572,0.627622378,0.762461059,0.763650546,0.763055339,,,
573,0.628272251,0.762645914,0.763834762,0.763239875,,,
574,0.6271777,0.762052877,0.763239875,0.762645914,,,
575,0.626086957,0.761460761,0.762645914,0.762052877,,,
576,0.626736111,0.761645963,0.762830482,0.762237762,,,
577,0.625649913,0.761757903,0.762934363,0.762345679,,,
578,0.626297578,0.761941448,0.763117284,0.762528913,,,
579,0.625215889,0.761354888,0.762528913,0.761941448,,,
580,0.625862069,0.761538462,0.762711864,0.762124711,,,
581,0.626506024,0.761721752,0.762894534,0.762307692,,,
582,0.627147766,0.761904762,0.763076923,0.762490392,,,
583,0.627787307,0.763719512,0.764885496,0.764302059,,,
584,0.628424658,0.764258555,0.765422696,0.764840183,,,
585,0.627350427,0.763677812,0.764840183,0.764258555,,,
586,0.627986348,0.763857251,0.765019011,0.76443769,,,
587,0.626916525,0.763277693,0.76443769,0.763857251,,,
588,0.62585034,0.762699014,0.763857251,0.763277693,,,
589,0.626485569,0.762878788,0.764036419,0.763457165,,,
590,0.625423729,0.762227239,0.763376036,0.762801205,,,
591,0.624365482,0.763826607,0.764397906,0.76411215,,,
592,0.625,0.764002987,0.764573991,0.764288383,,,
593,0.625632378,0.764880952,0.765450484,0.765165612,,,
594,0.624579125,0.765532544,0.766099186,0.76581576,,,
595,0.625210084,0.765705839,0.766272189,0.765988909,,,
596,0.624161074,0.766176471,0.76674025,0.766458257,,,
597,0.62479062,0.766348273,0.766911765,0.766629915,,,
598,0.62541806,0.766519824,0.767083027,0.766801322,,,
599,0.626043406,0.767203514,0.767765568,0.767484438,,,
600,0.625,0.759642282370153,0.767203514,0.757954629,,,
601,0.623960067,0.766081871,0.766642282,0.766361974,,,
602,0.622923588,0.765522279,0.766081871,0.765801973,,,
603,0.623548922,0.765693431,0.766252739,0.765972983,,,
604,0.622516556,0.765942029,0.766497462,0.766219645,,,
605,0.623140496,0.766111513,0.766666667,0.766388989,,,
606,0.623762376,0.766280753,0.766835626,0.766558089,,,
607,0.624382208,0.766449747,0.767004342,0.766726944,,,
608,0.623355263,0.765895954,0.766449747,0.76617275,,,
609,0.622331691,0.76534296,0.765895954,0.765619357,,,
610,0.62295082,0.765512266,0.766064982,0.765788524,,,
611,0.62193126,0.764960346,0.765512266,0.765236206,,,
612,0.62254902,0.765298776,0.765850144,0.765574361,,,
613,0.623164763,0.765467626,0.766018719,0.765743073,,,
614,0.622149837,0.764917326,0.765467626,0.765192377,,,
615,0.622764228,0.765086207,0.765636233,0.765361121,,,
616,0.623376623,0.765759312,0.766308244,0.76603368,,,
617,0.623987034,0.765926986,0.766475645,0.766201217,,,
618,0.624595469,0.766094421,0.766642806,0.766368515,,,
619,0.625201939,0.766261615,0.766809728,0.766535574,,,
620,0.625806452,0.766761769,0.767309065,0.767035319,,,
621,0.624798712,0.766215253,0.766761769,0.766488414,,,
622,0.625401929,0.766381766,0.766928011,0.766654792,,,
623,0.62600321,0.766548043,0.767094017,0.766820933,,,
624,0.625,0.766002845,0.766548043,0.766275347,,,
625,0.6256,0.767491166,0.768033946,0.76776246,,,
626,0.624600639,0.766949153,0.767491166,0.767220064,,,
627,0.623604466,0.766407904,0.766949153,0.766678433,,,
628,0.624203822,0.766572638,0.76711362,0.766843034,,,
629,0.623211447,0.766032417,0.766572638,0.766302432,,,
630,0.622222222,0.766315789,0.766853933,0.766584767,,,
631,0.621236133,0.765778401,0.766315789,0.766047001,,,
632,0.621835443,0.765942537,0.766479663,0.766211006,,,
633,0.622432859,0.766106443,0.766643308,0.766374781,,,
634,0.621451104,0.765570329,0.766106443,0.765838292,,,
635,0.620472441,0.765363128,0.765897973,0.765630458,,,
636,0.619496855,0.76629681,0.766828591,0.766562608,,,
637,0.618524333,0.765765766,0.76629681,0.766031196,,,
638,0.619122257,0.766251729,0.766782007,0.766516776,,,
639,0.618153365,0.765722184,0.766251729,0.765986865,,,
640,0.61875,0.765883978,0.766413269,0.766148532,,,
641,0.619344774,0.766045549,0.766574586,0.766309976,,,
642,0.619937695,0.766206897,0.76673568,0.766471197,,,
643,0.618973561,0.765678842,0.766206897,0.765942778,,,
644,0.619565217,0.76584022,0.766368022,0.76610403,,,
645,0.620155039,0.766001376,0.766528926,0.76626506,,,
646,0.619195046,0.764746228,0.765271105,0.765008576,,,
647,0.618238022,0.76422207,0.764746228,0.764484059,,,
648,0.617283951,0.764665757,0.765187713,0.764926646,,,
649,0.617873652,0.764826176,0.765347885,0.765086942,,,
650,0.618461538,0.764986376,0.765507839,0.765247019,,,
651,0.619047619,0.765146358,0.765667575,0.765406878,,,
652,0.619631902,0.765306122,0.765827093,0.765566519,,,
653,0.620214395,0.76546567,0.765986395,0.765725944,,,
654,0.620795107,0.765625,0.766145479,0.765885151,,,
655,0.621374046,0.765784114,0.766304348,0.766044143,,,
656,0.620426829,0.766216216,0.76673428,0.766475161,,,
657,0.621004566,0.766374072,0.766891892,0.766632894,,,
658,0.621580547,0.766531714,0.767049291,0.766790415,,,
659,0.620637329,0.766014835,0.766531714,0.766273187,,,
660,0.621212121,0.766172507,0.766689144,0.766430738,,,
661,0.620272315,0.765656566,0.766172507,0.765914449,,,
662,0.620845921,0.765814266,0.766329966,0.76607203,,,
663,0.619909502,0.76529926,0.765814266,0.765556677,,,
664,0.618975904,0.765572672,0.766085791,0.765829146,,,
665,0.619548872,0.765729585,0.766242465,0.765985939,,,
666,0.62012012,0.765886288,0.766398929,0.766142523,,,
667,0.620689655,0.766042781,0.766555184,0.766298897,,,
668,0.621257485,0.766511007,0.767022697,0.766766767,,,
669,0.621823617,0.766666667,0.767178119,0.766922307,,,
670,0.620895522,0.766155896,0.766666667,0.766411196,,,
671,0.619970194,0.765251989,0.765759788,0.765505804,,,
672,0.620535714,0.765407555,0.765915119,0.765661253,,,
673,0.61961367,0.76521164,0.765718068,0.76546477,,,
674,0.620178042,0.765366821,0.765873016,0.765619835,,,
675,0.620740741,0.765521797,0.766027759,0.765774694,,,
676,0.621301775,0.765676568,0.766182299,0.76592935,,,
677,0.621861152,0.765831135,0.766336634,0.766083801,,,
678,0.622418879,0.765985498,0.766490765,0.766238048,,,
679,0.622974963,0.766139657,0.766644693,0.766392092,,,
680,0.623529412,0.766293614,0.766798419,0.766545933,,,
681,0.624082232,0.766447368,0.766951942,0.766699572,,,
682,0.624633431,0.76660092,0.767105263,0.766853009,,,
683,0.623718887,0.76609724,0.76660092,0.766348998,,,
684,0.622807018,0.765553373,0.765553373,0.765553373,,,
685,0.623357664,0.765706806,0.765706806,0.765706806,,,
686,0.623906706,0.765860039,0.765860039,0.765860039,,,
687,0.624454148,0.766013072,0.766013072,0.766013072,,,
688,0.623546512,0.765512737,0.765512737,0.765512737,,,
689,0.622641509,0.764820847,0.764820847,0.764820847,,,
690,0.62173913,0.764248705,0.764248705,0.764248705,,,
691,0.622286541,0.764401294,0.764401294,0.764401294,,,
692,0.62283237,0.764553687,0.764553687,0.764553687,,,
693,0.621933622,0.763987138,0.763987138,0.763987138,,,
694,0.621037464,0.763496144,0.763496144,0.763496144,,,
695,0.621582734,0.763648041,0.763648041,0.763648041,,,
696,0.620689655,0.763157895,0.763157895,0.763157895,,,
697,0.621233859,0.763309814,0.763309814,0.763309814,,,
698,0.62034384,0.762820513,0.762820513,0.762820513,,,
699,0.619456366,0.761813538,0.761813538,0.761813538,,,
700,0.62,0.757675606,0.761965539,0.759246968,,,
701,0.620542083,0.762117347,0.762117347,0.762117347,,,
702,0.61965812,0.761783439,0.761783439,0.761783439,,,
703,0.620199147,0.761935073,0.761935073,0.761935073,,,
704,0.620738636,0.762086514,0.762086514,0.762086514,,,
705,0.619858156,0.761602034,0.761602034,0.761602034,,,
706,0.61898017,0.76111817,0.76111817,0.76111817,,,
707,0.618104668,0.760634921,0.760634921,0.760634921,,,
708,0.617231638,0.76060798,0.76060798,0.76060798,,,
709,0.617771509,0.760759494,0.760759494,0.760759494,,,
710,0.618309859,0.760910816,0.760910816,0.760910816,,,
711,0.617440225,0.760883281,0.760883281,0.760883281,,,
712,0.616573034,0.760050251,0.760050251,0.760050251,,,
713,0.615708275,0.760175329,0.760175329,0.760175329,,,
714,0.614845938,0.759849906,0.759849906,0.759849906,,,
715,0.615384615,0.76,0.76,0.76,,,
716,0.615921788,0.760149906,0.760149906,0.760149906,,,
717,0.616457462,0.760747664,0.760747664,0.760747664,,,
718,0.615598886,0.760273973,0.760273973,0.760273973,,,
719,0.616133519,0.760423149,0.760423149,0.760423149,,,
720,0.616666667,0.760572139,0.760572139,0.760572139,,,
721,0.615811373,0.760099441,0.760099441,0.760099441,,,
722,0.614958449,0.75990099,0.75990099,0.75990099,,,
723,0.61549101,0.760049474,0.760049474,0.760049474,,,
724,0.616022099,0.760197775,0.760197775,0.760197775,,,
725,0.616551724,0.760345893,0.760345893,0.760345893,,,
726,0.61707989,0.760493827,0.760493827,0.760493827,,,
727,0.616231087,0.760172626,0.760172626,0.760172626,,,
728,0.616758242,0.76046798,0.76046798,0.76046798,,,
729,0.615912209,0.759191176,0.759191176,0.759191176,,,
730,0.616438356,0.759338641,0.759338641,0.759338641,,,
731,0.615595075,0.759315822,0.759315822,0.759315822,,,
732,0.616120219,0.759462759,0.759462759,0.759462759,,,
733,0.616643929,0.759609518,0.759609518,0.759609518,,,
734,0.617166213,0.759756098,0.759756098,0.759756098,,,
735,0.617687075,0.759902498,0.759902498,0.759902498,,,
736,0.618206522,0.760048721,0.760048721,0.760048721,,,
737,0.617367707,0.759586123,0.759586123,0.759586123,,,
738,0.617886179,0.75973236,0.75973236,0.75973236,,,
739,0.618403248,0.759878419,0.759878419,0.759878419,,,
740,0.617567568,0.759416768,0.759416768,0.759416768,,,
741,0.618083671,0.759562842,0.759562842,0.759562842,,,
742,0.618598383,0.759708738,0.759708738,0.759708738,,,
743,0.619111709,0.759854457,0.759854457,0.759854457,,,
744,0.619623656,0.76,0.76,0.76,,,
745,0.618791946,0.759539673,0.759539673,0.759539673,,,
746,0.617962466,0.759079903,0.759079903,0.759079903,,,
747,0.618473896,0.75922565,0.75922565,0.75922565,,,
748,0.618983957,0.759371221,0.759371221,0.759371221,,,
749,0.619492657,0.759516616,0.759516616,0.759516616,,,
750,0.618666667,0.759057971,0.759057971,0.759057971,,,
751,0.617842876,0.758599879,0.758599879,0.758599879,,,
752,0.618351064,0.758745476,0.758745476,0.758745476,,,
753,0.618857902,0.758890898,0.758890898,0.758890898,,,
754,0.619363395,0.759036145,0.759036145,0.759036145,,,
755,0.618543046,0.758579169,0.758579169,0.758579169,,,
756,0.617724868,0.758122744,0.758122744,0.758122744,,,
757,0.618229855,0.75826819,0.75826819,0.75826819,,,
758,0.617414248,0.758971292,0.758971292,0.758971292,,,
759,0.617918314,0.759689922,0.759689922,0.759689922,,,
760,0.618421053,0.759833135,0.759833135,0.759833135,,,
761,0.61760841,0.759380584,0.759380584,0.759380584,,,
762,0.618110236,0.75952381,0.75952381,0.75952381,,,
763,0.618610747,0.759666865,0.759666865,0.759666865,,,
764,0.617801047,0.759050445,0.759050445,0.759050445,,,
765,0.618300654,0.759193357,0.759193357,0.759193357,,,
766,0.617493473,0.758743331,0.758743331,0.758743331,,,
767,0.616688396,0.758579882,0.758579882,0.758579882,,,
768,0.6171875,0.758722649,0.758722649,0.758722649,,,
769,0.616384915,0.758274232,0.758274232,0.758274232,,,
770,0.616883117,0.758417011,0.758417011,0.758417011,,,
771,0.617380026,0.758559622,0.758559622,0.758559622,,,
772,0.616580311,0.758112094,0.758112094,0.758112094,,,
773,0.617076326,0.758254717,0.758254717,0.758254717,,,
774,0.61627907,0.757807896,0.757807896,0.757807896,,,
775,0.616774194,0.75795053,0.75795053,0.75795053,,,
776,0.615979381,0.757504414,0.757504414,0.757504414,,,
777,0.616473616,0.757647059,0.757647059,0.757647059,,,
778,0.616966581,0.757789536,0.757789536,0.757789536,,,
779,0.616174583,0.757913247,0.757913247,0.757913247,,,
780,0.615384615,0.757469244,0.757469244,0.757469244,,,
781,0.614596671,0.757025761,0.757025761,0.757025761,,,
782,0.615089514,0.757167934,0.757167934,0.757167934,,,
783,0.614303959,0.755387303,0.755387303,0.755387303,,,
784,0.614795918,0.755529686,0.755529686,0.755529686,,,
785,0.615286624,0.755671902,0.755671902,0.755671902,,,
786,0.615776081,0.755813953,0.755813953,0.755813953,,,
787,0.616264295,0.756097561,0.756097561,0.756097561,,,
788,0.615482234,0.755658735,0.755658735,0.755658735,,,
789,0.614702155,0.755220418,0.755220418,0.755220418,,,
790,0.613924051,0.755491329,0.755491329,0.755491329,,,
791,0.614412137,0.755632582,0.755632582,0.755632582,,,
792,0.61489899,0.755773672,0.755773672,0.755773672,,,
793,0.615384615,0.756195965,0.756195965,0.756195965,,,
794,0.615869018,0.756336406,0.756336406,0.756336406,,,
795,0.616352201,0.756476684,0.756476684,0.756476684,,,
796,0.616834171,0.756616801,0.756616801,0.756616801,,,
797,0.616060226,0.756181714,0.756181714,0.756181714,,,
798,0.616541353,0.756321839,0.756321839,0.756321839,,,
799,0.615769712,0.756446991,0.756446991,0.756446991,,,
800,0.61625,0.7586483390607,0.756586483,0.7586483390607,,,
801,0.615480649,0.756278539,0.756278539,0.756278539,,,
802,0.614713217,0.755972696,0.755972696,0.755972696,,,
803,0.615193026,0.756111427,0.756111427,0.756111427,,,
804,0.615671642,0.75625,0.75625,0.75625,,,
805,0.614906832,0.757062147,0.757062147,0.757062147,,,
806,0.614143921,0.756482525,0.756482525,0.756482525,,,
807,0.6133829,0.756590017,0.756590017,0.756590017,,,
808,0.613861386,0.756726457,0.756726457,0.756726457,,,
809,0.613102596,0.756302521,0.756302521,0.756302521,,,
810,0.613580247,0.75643897,0.75643897,0.75643897,,,
811,0.612823674,0.756015669,0.756015669,0.756015669,,,
812,0.613300493,0.756152125,0.756152125,0.756152125,,,
813,0.613776138,0.756288429,0.756288429,0.756288429,,,
814,0.614250614,0.756424581,0.756424581,0.756424581,,,
815,0.614723926,0.756560581,0.756560581,0.756560581,,,
816,0.615196078,0.756696429,0.756696429,0.756696429,,,
817,0.615667075,0.757238307,0.757238307,0.757238307,,,
818,0.616136919,0.7573734,0.7573734,0.7573734,,,
819,0.616605617,0.757508343,0.757508343,0.757508343,,,
820,0.617073171,0.757643135,0.757643135,0.757643135,,,
821,0.617539586,0.758314856,0.758314856,0.758314856,,,
822,0.618004866,0.759381898,0.759381898,0.759381898,,,
823,0.617253949,0.75922865,0.75922865,0.75922865,,,
824,0.617718447,0.759361233,0.759361233,0.759361233,,,
825,0.618181818,0.759493671,0.759493671,0.759493671,,,
826,0.618644068,0.759625963,0.759625963,0.759625963,,,
827,0.6191052,0.759758109,0.759758109,0.759758109,,,
828,0.619565217,0.75989011,0.75989011,0.75989011,,,
829,0.620024125,0.760021966,0.760021966,0.760021966,,,
830,0.619277108,0.759299781,0.759299781,0.759299781,,,
831,0.619735259,0.759431383,0.759431383,0.759431383,,,
832,0.618990385,0.759016393,0.759016393,0.759016393,,,
833,0.618247299,0.758601857,0.758601857,0.758601857,,,
834,0.617505995,0.758187773,0.758187773,0.758187773,,,
835,0.617964072,0.758319694,0.758319694,0.758319694,,,
836,0.618421053,0.758451472,0.758451472,0.758451472,,,
837,0.618876941,0.758583106,0.758583106,0.758583106,,,
838,0.619331742,0.759108211,0.759108211,0.759108211,,,
839,0.618593564,0.759610179,0.759610179,0.759610179,,,
840,0.619047619,0.75974026,0.75974026,0.75974026,,,
841,0.618311534,0.759329367,0.759329367,0.759329367,,,
842,0.617577197,0.758918919,0.758918919,0.758918919,,,
843,0.616844603,0.758639309,0.759049163,0.75884418,,,
844,0.616113744,0.758360302,0.758769563,0.758564877,,,
845,0.615384615,0.757951482,0.758360302,0.758155837,,,
846,0.615839243,0.758081897,0.758490566,0.758286176,,,
847,0.615112161,0.757673667,0.758081897,0.757877727,,,
848,0.615566038,0.75780409,0.75821217,0.758008075,,,
849,0.616018846,0.757934373,0.758342304,0.758138284,,,
850,0.616470588,0.758064516,0.758472297,0.758268352,,,
851,0.616921269,0.758194519,0.758602151,0.75839828,,,
852,0.617370892,0.758324382,0.758731865,0.758528069,,,
853,0.616647128,0.75856531,0.758971612,0.758768407,,,
854,0.617096019,0.759209824,0.759615385,0.75941255,,,
855,0.61754386,0.759338314,0.759743727,0.759540966,,,
856,0.61682243,0.759446514,0.759850905,0.759648656,,,
857,0.617269545,0.759574468,0.759978712,0.759776536,,,
858,0.616550117,0.759170654,0.759574468,0.759372507,,,
859,0.616996508,0.759298618,0.759702286,0.759500399,,,
860,0.61627907,0.75889538,0.759298618,0.759096946,,,
861,0.616724739,0.759023355,0.759426447,0.759224847,,,
862,0.617169374,0.759151194,0.75955414,0.759352613,,,
863,0.616454229,0.758748674,0.759151194,0.758949881,,,
864,0.615740741,0.758346582,0.758748674,0.758547575,,,
865,0.616184971,0.758602435,0.759004237,0.758803283,,,
866,0.615473441,0.758201058,0.758602435,0.758401694,,,
867,0.615916955,0.758328926,0.758730159,0.75852949,,,
868,0.615207373,0.757911392,0.758311346,0.758111316,,,
869,0.615650173,0.758166491,0.758566157,0.758366271,,,
870,0.616091954,0.758293839,0.758693361,0.758493548,,,
871,0.616532721,0.758421053,0.758820432,0.75862069,,,
872,0.616972477,0.758548133,0.758947368,0.758747698,,,
873,0.61626575,0.758149317,0.758548133,0.758348672,,,
874,0.616704805,0.758276406,0.758675079,0.75847569,,,
875,0.617142857,0.758403361,0.758801892,0.758602574,,,
876,0.616438356,0.758005249,0.758403361,0.758204253,,,
877,0.615735462,0.757607555,0.758005249,0.75780635,,,
878,0.616173121,0.757734662,0.758132214,0.757933386,,,
879,0.616609784,0.757861635,0.758259046,0.758060288,,,
880,0.617045455,0.758241758,0.758638743,0.758440199,,,
881,0.617480136,0.758368201,0.758765044,0.758566571,,,
882,0.617913832,0.758494511,0.758891213,0.75869281,,,
883,0.617214043,0.758746736,0.758746736,0.758746736,,,
884,0.617647059,0.758872651,0.758872651,0.758872651,,,
885,0.616949153,0.758728504,0.758728504,0.758728504,,,
886,0.61738149,0.758854167,0.758854167,0.758854167,,,
887,0.617812852,0.758979698,0.758979698,0.758979698,,,
888,0.617117117,0.758584807,0.758584807,0.758584807,,,
889,0.616422947,0.758190328,0.758190328,0.758190328,,,
890,0.615730337,0.757796258,0.757796258,0.757796258,,,
891,0.616161616,0.758298755,0.758298755,0.758298755,,,
892,0.615470852,0.757905651,0.757905651,0.757905651,,,
893,0.615901456,0.758031088,0.758031088,0.758031088,,,
894,0.615212528,0.757638529,0.757638529,0.757638529,,,
895,0.61452514,0.757622739,0.757622739,0.757622739,,,
896,0.614955357,0.757747934,0.757747934,0.757747934,,,
897,0.615384615,0.757872999,0.757872999,0.757872999,,,
898,0.615812918,0.757997936,0.757997936,0.757997936,,,
899,0.616240267,0.758122744,0.758122744,0.758122744,,,
900,0.616666667,0.763247423,0.758247423,0.758247423,,,
901,0.615982242,0.757840617,0.757840617,0.757840617,,,
902,0.615299335,0.757451182,0.757451182,0.757451182,,,
903,0.61572536,0.757575758,0.757575758,0.757575758,,,
904,0.615044248,0.757033248,0.757033248,0.757033248,,,
905,0.615469613,0.757157464,0.757157464,0.757157464,,,
906,0.61589404,0.757281553,0.757281553,0.757281553,,,
907,0.61631753,0.757405516,0.757405516,0.757405516,,,
908,0.616740088,0.757529352,0.757529352,0.757529352,,,
909,0.617161716,0.757653061,0.757653061,0.757653061,,,
910,0.616483516,0.757760814,0.757760814,0.757760814,,,
911,0.616904501,0.757884028,0.757884028,0.757884028,,,
912,0.61622807,0.757498729,0.757498729,0.757498729,,,
913,0.615553122,0.758219525,0.758219525,0.758219525,,,
914,0.615973742,0.758341759,0.758341759,0.758341759,,,
915,0.615300546,0.757560484,0.757560484,0.757560484,,,
916,0.614628821,0.757286432,0.757286432,0.757286432,,,
917,0.615049073,0.757408338,0.757408338,0.757408338,,,
918,0.614379085,0.756513026,0.757271815,0.756892231,,,
919,0.614798694,0.75748503,0.758241758,0.757863205,,,
920,0.614130435,0.757349278,0.758104738,0.75772682,,,
921,0.614549403,0.75747012,0.758225324,0.757847534,,,
922,0.614967462,0.757590841,0.75834579,0.757968127,,,
923,0.615384615,0.757711443,0.758466135,0.758088601,,,
924,0.615800866,0.757831924,0.758586361,0.758208955,,,
925,0.616216216,0.757952286,0.758706468,0.758329189,,,
926,0.61663067,0.758072529,0.758826455,0.758449304,,,
927,0.61596548,0.757696127,0.758449304,0.758072529,,,
928,0.61637931,0.757816377,0.7585693,0.758192651,,,
929,0.61679225,0.757936508,0.758689176,0.758312655,,,
930,0.617204301,0.75805652,0.758808933,0.75843254,,,
931,0.617615467,0.758176412,0.758928571,0.758552305,,,
932,0.618025751,0.758296186,0.759048091,0.758671952,,,
933,0.617363344,0.757530864,0.758279783,0.757905138,,,
934,0.617773019,0.757650543,0.758399209,0.758024691,,,
935,0.618181818,0.757770104,0.758518519,0.758144126,,,
936,0.617521368,0.75739645,0.758144126,0.757770104,,,
937,0.617929562,0.757516018,0.758263444,0.757889546,,,
938,0.618336887,0.757635468,0.758382643,0.758008871,,,
939,0.618743344,0.757754801,0.758501725,0.758128079,,,
940,0.619148936,0.757874016,0.75862069,0.758247169,,,
941,0.619553666,0.757993114,0.758739537,0.758366142,,,
942,0.619957537,0.758112094,0.758858268,0.758484998,,,
943,0.620360551,0.758230958,0.758976881,0.758603736,,,
944,0.620762712,0.758349705,0.759095379,0.758722359,,,
945,0.621164021,0.758468336,0.759213759,0.758840864,,,
946,0.621564482,0.75858685,0.759332024,0.758959254,,,
947,0.621964097,0.758705248,0.759450172,0.759077527,,,
948,0.622362869,0.758823529,0.759568204,0.759195684,,,
949,0.622760801,0.758941695,0.759686121,0.759313725,,,
950,0.622105263,0.759394827,0.760136786,0.759765625,,,
951,0.621451104,0.759961127,0.760700389,0.760330579,,,
952,0.621848739,0.760077708,0.760816723,0.760447036,,,
953,0.62224554,0.76042677,0.761165049,0.76079573,,,
954,0.621593291,0.760058168,0.76079573,0.76042677,,,
955,0.620942408,0.759689922,0.76042677,0.760058168,,,
956,0.621338912,0.759806295,0.760542899,0.760174419,,,
957,0.621734587,0.759922556,0.760658915,0.760290557,,,
958,0.621085595,0.75955491,0.760290557,0.759922556,,,
959,0.620437956,0.759268175,0.76,0.759633911,,,
960,0.620833333,0.759384023,0.760115607,0.759749639,,,
961,0.620187305,0.75862069,0.759348035,0.758984188,,,
962,0.620582121,0.758736237,0.759463345,0.759099617,,,
963,0.620976116,0.758851675,0.759578544,0.759214935,,,
964,0.621369295,0.758967001,0.759693633,0.759330144,,,
965,0.621761658,0.759082218,0.759808612,0.759445242,,,
966,0.621118012,0.758702909,0.759427208,0.759064885,,,
967,0.621509824,0.758817922,0.759541985,0.759179781,,,
968,0.621900826,0.758932825,0.759656652,0.759294566,,,
969,0.622291022,0.759047619,0.759771211,0.759409242,,,
