round,SR,P,Recall,F1,,,
1437,0.631871955,0.759396081,0.759396081,0.759396081,,,
1438,0.632127955,0.759473346,0.759473346,0.759473346,,,
1439,0.6323836,0.759550562,0.759550562,0.759550562,,,
1440,0.632638889,0.759627728,0.759627728,0.759627728,,,
1441,0.632199861,0.759384023,0.759384023,0.759384023,,,
1442,0.632454924,0.759461193,0.759461193,0.759461193,,,
1443,0.632709633,0.759538314,0.759538314,0.759538314,,,
1444,0.632963989,0.759615385,0.759615385,0.759615385,,,
1445,0.633217993,0.759692406,0.759692406,0.759692406,,,
1446,0.632780083,0.759449071,0.759449071,0.759449071,,,
1447,0.632342778,0.759501757,0.759501757,0.759501757,,,
1448,0.632596685,0.759578544,0.759578544,0.759578544,,,
1449,0.63216011,0.7593361,0.7593361,0.7593361,,,
1450,0.631724138,0.75909381,0.75909381,0.75909381,,,
1451,0.631977946,0.759170654,0.759170654,0.759170654,,,
1452,0.632231405,0.759247449,0.759247449,0.759247449,,,
1453,0.632484515,0.759324195,0.759324195,0.759324195,,,
1454,0.632737276,0.759400892,0.759400892,0.759400892,,,
1455,0.632302405,0.759158968,0.759158968,0.759158968,,,
1456,0.632554945,0.759235669,0.759235669,0.759235669,,,
1457,0.632807138,0.759312321,0.759312321,0.759312321,,,
1458,0.632373114,0.759070656,0.759070656,0.759070656,,,
1459,0.632625086,0.759147311,0.759147311,0.759147311,,,
1460,0.632191781,0.759047619,0.759047619,0.759047619,,,
1461,0.632443532,0.759124088,0.759124088,0.759124088,,,
1462,0.632694938,0.759200508,0.759200508,0.759200508,,,
1463,0.632946001,0.759276879,0.759276879,0.759276879,,,
1464,0.632513661,0.758860759,0.758860759,0.758860759,,,
1465,0.632764505,0.758937045,0.758937045,0.758937045,,,
1466,0.633015007,0.759013283,0.759013283,0.759013283,,,
1467,0.633265167,0.759089472,0.759089472,0.759089472,,,
1468,0.633514986,0.759165613,0.759165613,0.759165613,,,
1469,0.633764466,0.759241706,0.759241706,0.759241706,,,
1470,0.634013605,0.759317751,0.759317751,0.759317751,,,
1471,0.634262407,0.759393748,0.759393748,0.759393748,,,
1472,0.63451087,0.759469697,0.759469697,0.759469697,,,
1473,0.634758995,0.759545598,0.759545598,0.759545598,,,
1474,0.635006784,0.759621451,0.759621451,0.759621451,,,
1475,0.635254237,0.759697256,0.759697256,0.759697256,,,
1476,0.634823848,0.759836324,0.759836324,0.759836324,,,
1477,0.63507109,0.759911894,0.759911894,0.759911894,,,
1478,0.634641407,0.759672853,0.759672853,0.759672853,,,
1479,0.634212306,0.759962347,0.759962347,0.759962347,,,
1480,0.633783784,0.759723965,0.759723965,0.759723965,,,
1481,0.633355841,0.759398496,0.759398496,0.759398496,,,
1482,0.632928475,0.759160664,0.759160664,0.759160664,,,
1483,0.633175995,0.759236068,0.759236068,0.759236068,,,
1484,0.632749326,0.758998435,0.758998435,0.758998435,,,
1485,0.632996633,0.759073842,0.759073842,0.759073842,,,
1486,0.633243607,0.759149202,0.759149202,0.759149202,,,
1487,0.632817754,0.75891182,0.75891182,0.75891182,,,
1488,0.632392473,0.758674586,0.758674586,0.758674586,,,
1489,0.631967764,0.758803366,0.758803366,0.758803366,,,
1490,0.631543624,0.758566978,0.758566978,0.758566978,,,
1491,0.631120054,0.758330738,0.758330738,0.758330738,,,
1492,0.631367292,0.758405978,0.758405978,0.758405978,,,
1493,0.630944407,0.758169935,0.758169935,0.758169935,,,
1494,0.631191432,0.758245177,0.758245177,0.758245177,,,
1495,0.630769231,0.758009331,0.758009331,0.758009331,,,
1496,0.631016043,0.758084577,0.758084577,0.758084577,,,
1497,0.631262525,0.758159776,0.758159776,0.758159776,,,
1498,0.631508678,0.758234929,0.758234929,0.758234929,,,
1499,0.631754503,0.758310034,0.758310034,0.758310034,,,
1500,0.631333333,0.769074534,0.758074534,0.76807453416149,,,
1501,0.631578947,0.758149643,0.758149643,0.758149643,,,
1502,0.631158455,0.757914339,0.757914339,0.757914339,,,
1503,0.631403859,0.757989451,0.757989451,0.757989451,,,
1504,0.630984043,0.757669662,0.757904526,0.757787076,,,
1505,0.631229236,0.757744734,0.757979548,0.757862122,,,
1506,0.631474104,0.757819758,0.758054523,0.757937123,,,
1507,0.631055076,0.757266543,0.757500773,0.75738364,,,
1508,0.631299735,0.757341577,0.757575758,0.757458649,,,
1509,0.630881378,0.75710754,0.757341577,0.75722454,,,
1510,0.631125828,0.757182576,0.757416564,0.757299552,,,
1511,0.631369954,0.757257566,0.757491504,0.757374517,,,
1512,0.631613757,0.75733251,0.757566399,0.757449436,,,
1513,0.631857237,0.757407407,0.757641247,0.757524309,,,
1514,0.631439894,0.75694016,0.757173712,0.757056918,,,
1515,0.631023102,0.756706753,0.75694016,0.756823439,,,
1516,0.631266491,0.757305444,0.757538462,0.757421935,,,
1517,0.630850363,0.757072571,0.757305444,0.75718899,,,
1518,0.630434783,0.75683984,0.757072571,0.756956188,,,
1519,0.630678078,0.756914567,0.757147249,0.75703089,,,
1520,0.630263158,0.756524409,0.756756757,0.756640565,,,
1521,0.630506246,0.75682306,0.757055215,0.75693912,,,
1522,0.630091984,0.756591048,0.75682306,0.756707037,,,
1523,0.630334865,0.756665645,0.756897609,0.756781609,,,
1524,0.630577428,0.757112267,0.757343941,0.757228086,,,
1525,0.630163934,0.756880734,0.757112267,0.756996483,,,
1526,0.630406291,0.757326007,0.757557252,0.757441612,,,
1527,0.629993451,0.756863941,0.757094904,0.756979405,,,
1528,0.629581152,0.756616976,0.756847231,0.756732086,,,
1529,0.629169392,0.756453082,0.756682868,0.756567957,,,
1530,0.629411765,0.756527019,0.756756757,0.75664187,,,
1531,0.629000653,0.756371359,0.75660091,0.756486117,,,
1532,0.628590078,0.756215888,0.756445253,0.756330553,,,
1533,0.628832355,0.756289785,0.756519102,0.756404426,,,
1534,0.628422425,0.756282168,0.756511205,0.756396669,,,
1535,0.628664495,0.756355932,0.756584923,0.75647041,,,
1536,0.628255208,0.75612708,0.756355932,0.756241489,,,
1537,0.627846454,0.75634058,0.756569012,0.756454779,,,
1538,0.628088427,0.756414126,0.756642512,0.756528302,,,
1539,0.628330084,0.756707869,0.756936068,0.756821951,,,
1540,0.628571429,0.756781193,0.757009346,0.756895252,,,
1541,0.628812459,0.756854474,0.75708258,0.75696851,,,
1542,0.629053178,0.756927711,0.75715577,0.757041723,,,
1543,0.629293584,0.757000903,0.757228916,0.757114892,,,
1544,0.62888601,0.756773028,0.757000903,0.756886949,,,
1545,0.629126214,0.756846223,0.757074052,0.75696012,,,
1546,0.629366106,0.756919374,0.757147156,0.757033248,,,
1547,0.628959276,0.75704859,0.757275728,0.757162142,,,
1548,0.629198966,0.757121439,0.75734853,0.757234968,,,
1549,0.62879277,0.756894484,0.757121439,0.757007945,,,
1550,0.628387097,0.756667666,0.756894484,0.756781058,,,
1551,0.628626692,0.756740563,0.756967336,0.756853933,,,
1552,0.628221649,0.756513926,0.756740563,0.756627228,,,
1553,0.627817128,0.756433273,0.756659683,0.756546461,,,
1554,0.627413127,0.756789018,0.757014925,0.756901955,,,
1555,0.627652733,0.756861575,0.757087437,0.756974489,,,
1556,0.627249357,0.756635848,0.756861575,0.756748695,,,
1557,0.62748876,0.756708408,0.756934089,0.756821232,,,
1558,0.627727856,0.756780924,0.757006559,0.756893725,,,
1559,0.627325208,0.756620054,0.756845238,0.756732629,,,
1560,0.626923077,0.756395003,0.756620054,0.756507512,,,
1561,0.627162076,0.75646744,0.756692445,0.756579926,,,
1562,0.626760563,0.756242568,0.75646744,0.756354987,,,
1563,0.62699936,0.756315007,0.756539834,0.756427404,,,
1564,0.627237852,0.756387403,0.756612184,0.756499777,,,
1565,0.627476038,0.756459756,0.756684492,0.756572108,,,
1566,0.627713921,0.756532067,0.756756757,0.756644395,,,
1567,0.627313338,0.75630751,0.756532067,0.756419771,,,
1568,0.626913265,0.756220379,0.756444444,0.756332395,,,
1569,0.627151052,0.756292567,0.756516588,0.756404561,,,
1570,0.626751592,0.755535872,0.755759008,0.755647424,,,
1571,0.626352642,0.755162242,0.755385069,0.755273639,,,
1572,0.625954198,0.755444379,0.755666765,0.755555556,,,
1573,0.62619199,0.755731922,0.755954131,0.75584301,,,
1574,0.626429479,0.755803703,0.756025867,0.755914769,,,
1575,0.626666667,0.755875441,0.756097561,0.755986485,,,
1576,0.626269036,0.755725191,0.755947137,0.755836147,,,
1577,0.626506024,0.755796889,0.75601879,0.755907823,,,
1578,0.626742712,0.755868545,0.756090402,0.755979457,,,
1579,0.626345788,0.755418864,0.755640199,0.755529515,,,
1580,0.625949367,0.755549065,0.755769793,0.755659413,,,
1581,0.625553447,0.755328467,0.755549065,0.75543875,,,
1582,0.625158028,0.755749636,0.755969715,0.755859659,,,
1583,0.62539482,0.755820722,0.756040757,0.755930723,,,
1584,0.625631313,0.755891766,0.756111758,0.756001746,,,
1585,0.625867508,0.755962769,0.756182717,0.756072727,,,
1586,0.626103405,0.756458636,0.756678281,0.756568442,,,
1587,0.626339004,0.756529309,0.756748911,0.756639094,,,
1588,0.625944584,0.756874096,0.757093225,0.756983645,,,
1589,0.626179987,0.756944444,0.757163531,0.757053972,,,
1590,0.625786164,0.756725485,0.756944444,0.756834949,,,
1591,0.62602137,0.756795836,0.757014753,0.756905278,,,
1592,0.625628141,0.756647399,0.756866146,0.756756757,,,
1593,0.625863151,0.756717712,0.756936416,0.756827048,,,
1594,0.625470514,0.756499133,0.756717712,0.756608407,,,
1595,0.625705329,0.756569448,0.756787984,0.7566787,,,
1596,0.62593985,0.756639723,0.756858215,0.756748953,,,
1597,0.626174076,0.756709957,0.756928406,0.756819166,,,
1598,0.62640801,0.75678015,0.756998557,0.756889338,,,
1599,0.626641651,0.766850303,0.757068667,0.756959469,,,
1600,0.626875,0.76850302855494,0.757138737,0.77029560201874,,,
1601,0.627108057,0.757340242,0.757558307,0.757449259,,,
1602,0.626716604,0.757122302,0.757340242,0.757231256,,,
1603,0.62694947,0.757192175,0.757410072,0.757301108,,,
1604,0.627182045,0.757262007,0.757479862,0.757370919,,,
1605,0.62741433,0.7573318,0.757549612,0.75744069,,,
1606,0.627646326,0.757401552,0.757619321,0.757510421,,,
1607,0.627255756,0.757671351,0.757888698,0.757780009,,,
1608,0.626865672,0.75715103,0.757367668,0.757259333,,,
1609,0.627097576,0.757220475,0.757437071,0.757328757,,,
1610,0.627329193,0.75728988,0.757506434,0.757398142,,,
1611,0.627560521,0.757359245,0.757575758,0.757467486,,,
1612,0.627171216,0.757057314,0.757057314,0.757057314,,,
1613,0.627402356,0.757126568,0.757126568,0.757126568,,,
1614,0.627633209,0.757195782,0.757195782,0.757195782,,,
1615,0.627863777,0.757264957,0.757264957,0.757264957,,,
1616,0.627475248,0.757049274,0.757049274,0.757049274,,,
1617,0.627705628,0.757118451,0.757118451,0.757118451,,,
1618,0.627935723,0.757187589,0.757187589,0.757187589,,,
1619,0.628165534,0.757256688,0.757256688,0.757256688,,,
1620,0.628395062,0.757463748,0.757463748,0.757463748,,,
1621,0.628624306,0.757532689,0.757532689,0.757532689,,,
1622,0.628236745,0.75731742,0.75731742,0.75731742,,,
1623,0.628465804,0.757386364,0.757386364,0.757386364,,,
1624,0.628694581,0.757455268,0.757455268,0.757455268,,,
1625,0.628307692,0.75737798,0.75737798,0.75737798,,,
1626,0.627921279,0.757438368,0.757438368,0.757438368,,,
1627,0.628149969,0.757507082,0.757507082,0.757507082,,,
1628,0.627764128,0.757207462,0.757207462,0.757207462,,,
1629,0.62737876,0.756993501,0.756993501,0.756993501,,,
1630,0.627607362,0.757062147,0.757062147,0.757062147,,,
1631,0.627222563,0.757054176,0.757054176,0.757054176,,,
1632,0.626838235,0.756840621,0.756840621,0.756840621,,,
1633,0.626454378,0.756962025,0.756962025,0.756962025,,,
1634,0.626070991,0.756802244,0.756802244,0.756802244,,,
1635,0.626299694,0.757074811,0.757074811,0.757074811,,,
1636,0.62591687,0.756862745,0.756862745,0.756862745,,,
1637,0.626145388,0.756930832,0.756930832,0.756930832,,,
1638,0.626373626,0.75699888,0.75699888,0.75699888,,,
1639,0.626601586,0.757066891,0.757066891,0.757066891,,,
1640,0.626219512,0.756855064,0.756855064,0.756855064,,,
1641,0.625837904,0.756643357,0.756643357,0.756643357,,,
1642,0.626065773,0.756711409,0.756711409,0.756711409,,,
1643,0.626293366,0.756779424,0.756779424,0.756779424,,,
1644,0.625912409,0.756628524,0.756628524,0.756628524,,,
1645,0.626139818,0.756696429,0.756696429,0.756696429,,,
1646,0.62636695,0.756764296,0.756764296,0.756764296,,,
1647,0.626593807,0.756832125,0.756832125,0.756832125,,,
1648,0.626213592,0.756606398,0.756606398,0.756606398,,,
1649,0.626440267,0.756674082,0.756674082,0.756674082,,,
1650,0.626666667,0.756741729,0.756741729,0.756741729,,,
1651,0.626287099,0.756531406,0.756531406,0.756531406,,,
1652,0.626513317,0.756599055,0.756599055,0.756599055,,,
1653,0.626739262,0.756666667,0.756666667,0.756666667,,,
1654,0.626360339,0.75645654,0.75645654,0.75645654,,,
1655,0.625981873,0.756651885,0.756651885,0.756651885,,,
1656,0.625603865,0.756704451,0.756704451,0.756704451,,,
1657,0.625226313,0.756764219,0.756764219,0.756764219,,,
1658,0.624849216,0.75709171,0.75709171,0.75709171,,,
1659,0.625075347,0.75715859,0.75715859,0.75715859,,,
1660,0.625301205,0.757225434,0.757225434,0.757225434,,,
1661,0.625526791,0.75729224,0.75729224,0.75729224,,,
1662,0.625752106,0.75735901,0.75735901,0.75735901,,,
1663,0.62597715,0.757425743,0.757425743,0.757425743,,,
1664,0.625600962,0.757209558,0.757209558,0.757209558,,,
1665,0.625225225,0.757001647,0.757001647,0.757001647,,,
1666,0.62545018,0.75706835,0.75706835,0.75706835,,,
1667,0.625074985,0.757119387,0.757119387,0.757119387,,,
1668,0.62470024,0.756912127,0.756912127,0.756912127,,,
1669,0.624925105,0.756978654,0.756978654,0.756978654,,,
1670,0.624550898,0.756771546,0.756771546,0.756771546,,,
1671,0.624775583,0.756838074,0.756838074,0.756838074,,,
1672,0.625,0.756904567,0.756904567,0.756904567,,,
1673,0.625224148,0.756971022,0.756971022,0.756971022,,,
1674,0.624850657,0.756764143,0.756764143,0.756764143,,,
1675,0.624477612,0.756557377,0.756557377,0.756557377,,,
1676,0.624701671,0.756623873,0.756623873,0.756623873,,,
1677,0.624925462,0.756690333,0.756690333,0.756690333,,,
1678,0.624553039,0.75613079,0.75613079,0.75613079,,,
1679,0.624776653,0.756197221,0.756197221,0.756197221,,,
1680,0.624404762,0.756124115,0.756124115,0.756124115,,,
1681,0.624628198,0.756190476,0.756190476,0.756190476,,,
1682,0.624256837,0.75597177,0.75597177,0.75597177,,,
1683,0.624480095,0.756037992,0.756037992,0.756037992,,,
1684,0.624703088,0.756104178,0.756104178,0.756104178,,,
1685,0.624925816,0.756170328,0.756170328,0.756170328,,,
1686,0.62514828,0.756236443,0.756236443,0.756236443,,,
1687,0.624777712,0.756354786,0.756354786,0.756354786,,,
1688,0.625,0.756420654,0.756420654,0.756420654,,,
1689,0.625222025,0.756486486,0.756486486,0.756486486,,,
1690,0.625443787,0.756618044,0.756618044,0.756618044,,,
1691,0.625073921,0.756873315,0.756873315,0.756873315,,,
1692,0.625295508,0.756938831,0.756938831,0.756938831,,,
1693,0.625516834,0.75700431,0.75700431,0.75700431,,,
1694,0.62514758,0.756858526,0.756858526,0.756858526,,,
1695,0.625368732,0.756923904,0.756923904,0.756923904,,,
1696,0.625589623,0.756989247,0.756989247,0.756989247,,,
1697,0.625220978,0.757112185,0.757112185,0.757112185,,,
1698,0.624852768,0.756836461,0.756836461,0.756836461,,,
1699,0.624484991,0.769518717,0.756951872,0.756951872,,,
1700,0.624705882,0.769518717,0.757146674,0.77146673791076,,,
1701,0.624926514,0.757211538,0.757211538,0.757211538,,,
1702,0.625146886,0.757276368,0.757276368,0.757276368,,,
1703,0.6247798,0.757527311,0.757527311,0.757527311,,,
1704,0.625,0.757591902,0.757591902,0.757591902,,,
1705,0.625219941,0.757656458,0.757656458,0.757656458,,,
1706,0.625439625,0.75772098,0.75772098,0.75772098,,,
1707,0.625073228,0.757777187,0.757777187,0.757777187,,,
1708,0.62529274,0.757841574,0.757841574,0.757841574,,,
1709,0.625511995,0.757905926,0.757905926,0.757905926,,,
1710,0.625146199,0.75770457,0.75770457,0.75770457,,,
1711,0.62478083,0.75750332,0.75750332,0.75750332,,,
1712,0.625,0.757567711,0.757567711,0.757567711,,,
1713,0.625218914,0.757632068,0.757632068,0.757632068,,,
1714,0.625437573,0.757696391,0.757696391,0.757696391,,,
1715,0.625655977,0.757760679,0.757760679,0.757760679,,,
1716,0.625874126,0.757824934,0.757824934,0.757824934,,,
1717,0.626092021,0.758273762,0.758273762,0.758273762,,,
1718,0.62572759,0.758073055,0.758073055,0.758073055,,,
1719,0.625945317,0.758137073,0.758137073,0.758137073,,,
1720,0.626162791,0.758201058,0.758201058,0.758201058,,,
1721,0.626380012,0.758265009,0.758265009,0.758265009,,,
1722,0.62659698,0.758328926,0.758328926,0.758328926,,,
1723,0.626813697,0.75839281,0.75839281,0.75839281,,,
1724,0.627030162,0.758520476,0.758520476,0.758520476,,,
1725,0.626666667,0.758438819,0.758438819,0.758438819,,,
1726,0.626303592,0.758366271,0.758366271,0.758366271,,,
1727,0.626519977,0.758429926,0.758429926,0.758429926,,,
1728,0.626736111,0.758493548,0.758493548,0.758493548,,,
1729,0.626373626,0.758157895,0.758157895,0.758157895,,,
1730,0.626011561,0.757958432,0.757958432,0.757958432,,,
1731,0.625649913,0.757759074,0.757759074,0.757759074,,,
1732,0.625866051,0.757822771,0.757822771,0.757822771,,,
1733,0.625504905,0.757814552,0.757814552,0.757814552,,,
1734,0.625144175,0.757615546,0.757615546,0.757615546,,,
1735,0.625360231,0.757679181,0.757679181,0.757679181,,,
1736,0.625576037,0.757742782,0.757742782,0.757742782,,,
1737,0.625215889,0.757543952,0.757543952,0.757543952,,,
1738,0.624856157,0.757345226,0.757345226,0.757345226,,,
1739,0.62507188,0.757599581,0.757599581,0.757599581,,,
1740,0.625287356,0.757663086,0.757663086,0.757663086,,,
1741,0.625502585,0.757726558,0.757726558,0.757726558,,,
1742,0.625717566,0.757916776,0.757916776,0.757916776,,,
1743,0.625932301,0.757980115,0.757980115,0.757980115,,,
1744,0.626146789,0.758043421,0.758043421,0.758043421,,,
1745,0.626361032,0.758106695,0.758106695,0.758106695,,,
1746,0.626575029,0.758169935,0.758169935,0.758169935,,,
1747,0.626788781,0.758296316,0.758296316,0.758296316,,,
1748,0.627002288,0.758359457,0.758359457,0.758359457,,,
1749,0.626643796,0.7581614,0.7581614,0.7581614,,,
1750,0.626285714,0.757820647,0.757820647,0.757820647,,,
1751,0.626499143,0.757883763,0.757883763,0.757883763,,,
1752,0.626141553,0.757749414,0.757749414,0.757749414,,,
1753,0.62635482,0.7578125,0.7578125,0.7578125,,,
1754,0.626567845,0.757875553,0.757875553,0.757875553,,,
1755,0.626780627,0.757938574,0.757938574,0.757938574,,,
1756,0.626993166,0.758001561,0.758001561,0.758001561,,,
1757,0.627205464,0.758064516,0.758064516,0.758064516,,,
1758,0.62741752,0.758127438,0.758127438,0.758127438,,,
1759,0.62706083,0.757930317,0.757930317,0.757930317,,,
1760,0.626704545,0.757733299,0.757733299,0.757733299,,,
1761,0.626916525,0.757796258,0.757796258,0.757796258,,,
1762,0.627128263,0.757859184,0.757859184,0.757859184,,,
1763,0.627339762,0.757922078,0.757922078,0.757922078,,,
1764,0.62755102,0.757984939,0.757984939,0.757984939,,,
1765,0.62776204,0.758047767,0.758047767,0.758047767,,,
1766,0.62797282,0.758110563,0.758110563,0.758110563,,,
1767,0.627617431,0.758156396,0.758156396,0.758156396,,,
1768,0.627828054,0.758219001,0.758219001,0.758219001,,,
1769,0.627473149,0.758022774,0.758022774,0.758022774,,,
1770,0.627683616,0.758085382,0.758085382,0.758085382,,,
1771,0.627329193,0.757889291,0.757889291,0.757889291,,,
1772,0.626975169,0.757614868,0.757614868,0.757614868,,,
1773,0.627185561,0.757677419,0.757677419,0.757677419,,,
1774,0.626832018,0.75748194,0.75748194,0.75748194,,,
1775,0.627042254,0.757544493,0.757544493,0.757544493,,,
1776,0.626689189,0.757349149,0.757349149,0.757349149,,,
1777,0.626899268,0.757411704,0.757411704,0.757411704,,,
1778,0.627109111,0.757474227,0.757474227,0.757474227,,,
1779,0.627318718,0.757536717,0.757536717,0.757536717,,,
1780,0.626966292,0.757840617,0.757840617,0.757840617,,,
1781,0.626614262,0.757762381,0.757762381,0.757762381,,,
1782,0.626262626,0.757498077,0.757498077,0.757498077,,,
1783,0.625911385,0.757303947,0.757303947,0.757303947,,,
1784,0.626121076,0.757490397,0.757490397,0.757490397,,,
1785,0.625770308,0.757296467,0.757296467,0.757296467,,,
1786,0.625419933,0.757226912,0.757226912,0.757226912,,,
1787,0.62506995,0.757033248,0.757033248,0.757033248,,,
1788,0.625279642,0.757095372,0.757095372,0.757095372,,,
1789,0.624930129,0.75690184,0.75690184,0.75690184,,,
1790,0.625139665,0.756963966,0.756963966,0.756963966,,,
1791,0.62479062,0.756770567,0.756770567,0.756770567,,,
1792,0.624441964,0.756577267,0.756577267,0.756577267,,,
1793,0.624093698,0.756384065,0.756384065,0.756384065,,,
1794,0.624303233,0.75644626,0.75644626,0.75644626,,,
1795,0.624512535,0.756508423,0.756508423,0.756508423,,,
1796,0.624164811,0.756315387,0.756315387,0.756315387,,,
1797,0.624373957,0.756377551,0.756377551,0.756377551,,,
1798,0.62458287,0.756439684,0.756439684,0.756439684,,,
1799,0.624791551,0.771616541,0.756501785,0.77146673791076,,,
1800,0.624444444,0.771616541,0.756308947,0.77146673791076,,,
1801,0.624097723,0.756116208,0.756116208,0.756116208,,,
1802,0.624306326,0.756178344,0.756178344,0.756178344,,,
1803,0.624514698,0.756240448,0.756240448,0.756240448,,,
1804,0.624168514,0.756289708,0.756289708,0.756289708,,,
1805,0.623822715,0.756097561,0.756097561,0.756097561,,,
1806,0.623477298,0.755905512,0.755905512,0.755905512,,,
1807,0.623685667,0.755967496,0.755967496,0.755967496,,,
1808,0.623340708,0.755775578,0.755775578,0.755775578,,,
1809,0.623548922,0.755837563,0.755837563,0.755837563,,,
1810,0.623756906,0.755899518,0.755899518,0.755899518,,,
1811,0.623412479,0.755701977,0.755701977,0.755701977,,,
1812,0.623068433,0.755510514,0.755510514,0.755510514,,,
1813,0.623276338,0.755943349,0.755943349,0.755943349,,,
1814,0.622932745,0.75586973,0.75586973,0.75586973,,,
1815,0.622589532,0.75567895,0.75567895,0.75567895,,,
1816,0.622797357,0.755740601,0.755740601,0.755740601,,,
1817,0.623004953,0.75580222,0.75580222,0.75580222,,,
1818,0.623212321,0.755863808,0.755863808,0.755863808,,,
1819,0.622869709,0.755673222,0.755673222,0.755673222,,,
1820,0.623076923,0.755734812,0.755734812,0.755734812,,,
1821,0.622734761,0.755544355,0.755544355,0.755544355,,,
1822,0.622941822,0.755605946,0.755605946,0.755605946,,,
1823,0.62260011,0.755533199,0.755533199,0.755533199,,,
1824,0.622807018,0.755594669,0.755594669,0.755594669,,,
1825,0.622465753,0.755711775,0.755711775,0.755711775,,,
1826,0.622672508,0.755773092,0.755773092,0.755773092,,,
1827,0.622879037,0.755834379,0.755834379,0.755834379,,,
1828,0.623085339,0.755895635,0.755895635,0.755895635,,,
1829,0.622744669,0.75595089,0.75595089,0.75595089,,,
1830,0.62295082,0.756012024,0.756012024,0.756012024,,,
1831,0.622610595,0.75543886,0.75543886,0.75543886,,,
1832,0.622816594,0.7555,0.7555,0.7555,,,
1833,0.623022368,0.75556111,0.75556111,0.75556111,,,
1834,0.623227917,0.755622189,0.755622189,0.755622189,,,
1835,0.623433243,0.755805243,0.755805243,0.755805243,,,
1836,0.623638344,0.755866201,0.755866201,0.755866201,,,
1837,0.623298857,0.755107125,0.755107125,0.755107125,,,
1838,0.622959739,0.755467197,0.755467197,0.755467197,,,
1839,0.62262099,0.755401043,0.755401043,0.755401043,,,
1840,0.622282609,0.755329698,0.755329698,0.755329698,,,
1841,0.622487778,0.755390335,0.755390335,0.755390335,,,
1842,0.622149837,0.755440158,0.755440158,0.755440158,,,
1843,0.622354856,0.75586275,0.75586275,0.75586275,,,
1844,0.622017354,0.755604829,0.755604829,0.755604829,,,
1845,0.622222222,0.755665025,0.755665025,0.755665025,,,
1846,0.622426869,0.755725191,0.755725191,0.755725191,,,
1847,0.622089875,0.755162242,0.755162242,0.755162242,,,
1848,0.621753247,0.75503191,0.755217285,0.755124586,,,
1849,0.621957815,0.755092025,0.755277369,0.755184685,,,
1850,0.622162162,0.75515211,0.755337423,0.755244755,,,
1851,0.622366288,0.755212166,0.755397448,0.755304796,,,
1852,0.622570194,0.755272192,0.755457444,0.755364807,,,
1853,0.62277388,0.755332189,0.75551741,0.755424789,,,
1854,0.622437972,0.755811108,0.755811108,0.755811108,,,
1855,0.622641509,0.755930545,0.755930545,0.755930545,,,
1856,0.622844828,0.75599022,0.75599022,0.75599022,,,
1857,0.622509424,0.755805427,0.755805427,0.755805427,,,
1858,0.622712594,0.755865103,0.755865103,0.755865103,,,
1859,0.622915546,0.75592475,0.75592475,0.75592475,,,
1860,0.622580645,0.755913192,0.755913192,0.755913192,,,
1861,0.62278345,0.755972696,0.755972696,0.755972696,,,
1862,0.622986037,0.756032172,0.756032172,0.756032172,,,
1863,0.623188406,0.756091618,0.756091618,0.756091618,,,
1864,0.623390558,0.756151035,0.756151035,0.756151035,,,
1865,0.623592493,0.756210424,0.756210424,0.756210424,,,
1866,0.623794212,0.756269783,0.756269783,0.756269783,,,
1867,0.623995715,0.756329114,0.756329114,0.756329114,,,
1868,0.62366167,0.756145047,0.756145047,0.756145047,,,
1869,0.623327983,0.756316812,0.756316812,0.756316812,,,
1870,0.622994652,0.756133107,0.756133107,0.756133107,,,
1871,0.623196152,0.756192326,0.756192326,0.756192326,,,
1872,0.622863248,0.75600874,0.75600874,0.75600874,,,
1873,0.623064602,0.756067961,0.756067961,0.756067961,,,
1874,0.623265742,0.756245452,0.756245452,0.756245452,,,
1875,0.623466667,0.756304559,0.756304559,0.756304559,,,
1876,0.623667377,0.756363636,0.756363636,0.756363636,,,
1877,0.623867874,0.756422685,0.756422685,0.756422685,,,
1878,0.623535676,0.756239399,0.756239399,0.756239399,,,
1879,0.62373603,0.75629845,0.75629845,0.75629845,,,
1880,0.62393617,0.756357472,0.756357472,0.756357472,,,
1881,0.624136098,0.756416465,0.756416465,0.756416465,,,
1882,0.624335813,0.75647543,0.75647543,0.75647543,,,
1883,0.624535316,0.756534366,0.756534366,0.756534366,,,
1884,0.624734607,0.756593274,0.756593274,0.756593274,,,
1885,0.624933687,0.756652153,0.756652153,0.756652153,,,
1886,0.625132556,0.756711004,0.756711004,0.756711004,,,
1887,0.625331214,0.756769826,0.756769826,0.756769826,,,
1888,0.625529661,0.75682862,0.75682862,0.75682862,,,
