round,SR,P,Recall,F1,,
335,0.6238805970149254,0.7436281859070465,0.7380952380952381,0.7408513816280807,,
336,0.625,0.7440119760479041,0.7384843982169391,0.7412378821774794,,
337,0.6231454005934718,0.7428998505231689,0.7373887240356083,0.7401340282948622,,
338,0.6242603550295858,0.7432835820895523,0.7377777777777778,0.7405204460966542,,
339,0.6224188790560472,0.7421758569299552,0.7366863905325444,0.7394209354120267,,
340,0.6235294117647059,0.7425595238095238,0.7370753323485968,0.7398072646404744,,
341,0.6217008797653959,0.7414561664190193,0.7359882005899705,0.7387120651369355,,
342,0.6198830409356725,0.7403560830860534,0.7349042709867453,0.7376201034737621,,
343,0.6209912536443148,0.7407407407407407,0.7352941176470589,0.7380073800738007,,
344,0.6191860465116279,0.7396449704142012,0.7342143906020558,0.7369196757553427,,
345,0.6202898550724638,0.740029542097489,0.7346041055718475,0.7373068432671082,,
346,0.6213872832369942,0.7404129793510325,0.7349926793557833,0.7376928728875827,,
347,0.622478386167147,0.7407952871870398,0.7353801169590644,0.7380777696258254,,
348,0.6235632183908046,0.7411764705882353,0.7357664233576642,0.7384615384615385,,
349,0.6217765042979942,0.7394468704512372,0.7341040462427746,0.7367657722987673,,
350,0.62,0.7410071942446043,0.7357142857142858,0.7383512544802867,,
351,0.6210826210826211,0.7413793103448276,0.7360912981455064,0.7387258410880458,,
352,0.6221590909090909,0.7417503586800573,0.7364672364672364,0.7390993566833451,,
353,0.623229461756374,0.7421203438395415,0.7368421052631579,0.7394718058529621,,
354,0.6242937853107344,0.7424892703862661,0.7372159090909091,0.7398431931575197,,
355,0.6253521126760564,0.7428571428571429,0.7375886524822695,0.7402135231316725,,
356,0.6235955056179775,0.7425320056899004,0.7372881355932204,0.739900779588944,,
357,0.6246498599439776,0.7428977272727273,0.7376586741889986,0.740268931351734,,
358,0.6256983240223464,0.7464985994397759,0.741307371349096,0.743893928820656,,
359,0.6239554317548747,0.7454798331015299,0.7403314917127072,0.7428967428967429,,
360,0.625,0.7458333333333333,0.7406896551724138,0.7432525951557094,,
361,0.6232686980609419,0.7452054794520548,0.7401360544217687,0.7426621160409557,,
362,0.6243093922651933,0.7455540355677155,0.7404891304347826,0.7430129516019087,,
