round,SR,P,Recall,F1
1,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0
3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
4,0.5,0.5,0.5,0.5
5,0.4,0.4,0.4,0.4000000000000001
6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
8,0.25,0.25,0.25,0.25
9,0.2222222222222222,0.2,0.2,0.20000000000000004
10,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666
11,0.2727272727272727,0.23076923076923078,0.23076923076923078,0.23076923076923078
12,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.2857142857142857
13,0.3076923076923077,0.26666666666666666,0.26666666666666666,0.26666666666666666
14,0.2857142857142857,0.29411764705882354,0.29411764705882354,0.29411764705882354
15,0.26666666666666666,0.35,0.35,0.35
16,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
17,0.23529411764705882,0.3181818181818182,0.3181818181818182,0.3181818181818182
18,0.2222222222222222,0.30434782608695654,0.30434782608695654,0.30434782608695654
19,0.21052631578947367,0.2916666666666667,0.2916666666666667,0.2916666666666667
20,0.2,0.28,0.28,0.28
21,0.19047619047619047,0.2692307692307692,0.2692307692307692,0.2692307692307692
22,0.18181818181818182,0.25925925925925924,0.25925925925925924,0.25925925925925924
23,0.21739130434782608,0.2857142857142857,0.2857142857142857,0.2857142857142857
24,0.20833333333333334,0.27586206896551724,0.27586206896551724,0.27586206896551724
25,0.24,0.3,0.3,0.3
26,0.23076923076923078,0.2903225806451613,0.2903225806451613,0.2903225806451613
27,0.2222222222222222,0.28205128205128205,0.28205128205128205,0.28205128205128205
28,0.21428571428571427,0.275,0.275,0.275
29,0.20689655172413793,0.32653061224489793,0.32,0.3232323232323232
30,0.2,0.32,0.3137254901960784,0.3168316831683168
31,0.1935483870967742,0.3137254901960784,0.3076923076923077,0.31067961165048547
32,0.1875,0.3076923076923077,0.3018867924528302,0.3047619047619048
33,0.18181818181818182,0.3018867924528302,0.2962962962962963,0.2990654205607477
34,0.17647058823529413,0.3103448275862069,0.3050847457627119,0.3076923076923077
35,0.17142857142857143,0.3225806451612903,0.31746031746031744,0.32
36,0.16666666666666666,0.31746031746031744,0.3125,0.31496062992125984
37,0.16216216216216217,0.36619718309859156,0.3611111111111111,0.3636363636363636
38,0.15789473684210525,0.3611111111111111,0.3561643835616438,0.3586206896551724
39,0.15384615384615385,0.3561643835616438,0.35135135135135137,0.35374149659863946
40,0.15,0.35135135135135137,0.3466666666666667,0.3489932885906041
41,0.17073170731707318,0.36,0.35526315789473684,0.3576158940397351
42,0.16666666666666666,0.35526315789473684,0.35064935064935066,0.35294117647058826
43,0.18604651162790697,0.36363636363636365,0.358974358974359,0.36129032258064514
44,0.18181818181818182,0.358974358974359,0.35443037974683544,0.356687898089172
45,0.17777777777777778,0.35443037974683544,0.35,0.3522012578616352
46,0.1956521739130435,0.3625,0.35802469135802467,0.3602484472049689
47,0.19148936170212766,0.36585365853658536,0.3614457831325301,0.36363636363636365
48,0.20833333333333334,0.37349397590361444,0.36904761904761907,0.37125748502994016
49,0.22448979591836735,0.38095238095238093,0.3764705882352941,0.378698224852071
50,0.22,0.3764705882352941,0.37209302325581395,0.3742690058479532
51,0.21568627450980393,0.37209302325581395,0.367816091954023,0.3699421965317919
52,0.23076923076923078,0.3793103448275862,0.375,0.3771428571428571
53,0.24528301886792453,0.38636363636363635,0.38202247191011235,0.384180790960452
54,0.24074074074074073,0.38202247191011235,0.37777777777777777,0.37988826815642457
55,0.23636363636363636,0.37777777777777777,0.37362637362637363,0.3756906077348066
56,0.23214285714285715,0.37362637362637363,0.3695652173913043,0.3715846994535519
57,0.24561403508771928,0.3804347826086957,0.3763440860215054,0.37837837837837834
58,0.25862068965517243,0.3870967741935484,0.3829787234042553,0.3850267379679145
59,0.2542372881355932,0.3829787234042553,0.37894736842105264,0.380952380952381
60,0.26666666666666666,0.3894736842105263,0.3854166666666667,0.387434554973822
61,0.26229508196721313,0.38613861386138615,0.38235294117647056,0.3842364532019704
62,0.25806451612903225,0.38235294117647056,0.3786407766990291,0.38048780487804873
63,0.25396825396825395,0.3786407766990291,0.375,0.3768115942028985
64,0.265625,0.38461538461538464,0.38095238095238093,0.38277511961722493
65,0.26153846153846155,0.375,0.37168141592920356,0.3733333333333333
66,0.25757575757575757,0.3652173913043478,0.3620689655172414,0.3636363636363636
67,0.2537313432835821,0.35833333333333334,0.35537190082644626,0.3568464730290456
68,0.2647058823529412,0.36363636363636365,0.36065573770491804,0.3621399176954732
69,0.2608695652173913,0.3828125,0.3798449612403101,0.38132295719844356
70,0.2714285714285714,0.3875968992248062,0.38461538461538464,0.38610038610038616
71,0.2676056338028169,0.38461538461538464,0.3816793893129771,0.3831417624521073
72,0.2638888888888889,0.38636363636363635,0.38345864661654133,0.38490566037735846
73,0.2602739726027397,0.38345864661654133,0.3805970149253731,0.3820224719101123
74,0.25675675675675674,0.3795620437956204,0.37681159420289856,0.3781818181818182
75,0.25333333333333335,0.37681159420289856,0.37410071942446044,0.3754512635379062
76,0.2631578947368421,0.381294964028777,0.37857142857142856,0.3799283154121864
77,0.2597402597402597,0.37857142857142856,0.375886524822695,0.37722419928825623
78,0.2564102564102564,0.375886524822695,0.3732394366197183,0.3745583038869258
79,0.26582278481012656,0.38461538461538464,0.3819444444444444,0.3832752613240419
80,0.2625,0.37254901960784315,0.37012987012987014,0.37133550488599354
81,0.25925925925925924,0.3782051282051282,0.37579617834394907,0.3769968051118211
82,0.25609756097560976,0.36875,0.36645962732919257,0.36760124610591904
83,0.25301204819277107,0.36645962732919257,0.36419753086419754,0.36532507739938086
84,0.2619047619047619,0.37037037037037035,0.36809815950920244,0.3692307692307692
85,0.27058823529411763,0.37423312883435583,0.3719512195121951,0.3730886850152905
86,0.26744186046511625,0.3719512195121951,0.3696969696969697,0.3708206686930091
87,0.26436781609195403,0.3696969696969697,0.3674698795180723,0.36858006042296065
88,0.26136363636363635,0.3674698795180723,0.3652694610778443,0.3663663663663664
89,0.2696629213483146,0.3712574850299401,0.36904761904761907,0.3701492537313432
90,0.26666666666666666,0.3693181818181818,0.3672316384180791,0.3682719546742209
91,0.26373626373626374,0.3672316384180791,0.3651685393258427,0.3661971830985916
92,0.2717391304347826,0.3707865168539326,0.3687150837988827,0.3697478991596639
93,0.27956989247311825,0.3743016759776536,0.37222222222222223,0.3732590529247911
94,0.2765957446808511,0.3675675675675676,0.3655913978494624,0.3665768194070081
95,0.2736842105263158,0.3541666666666667,0.35233160621761656,0.35324675324675325
96,0.2708333333333333,0.35233160621761656,0.35051546391752575,0.35142118863049093
97,0.26804123711340205,0.35051546391752575,0.3487179487179487,0.3496143958868894
98,0.2653061224489796,0.35,0.3482587064676617,0.34912718204488774
99,0.26262626262626265,0.3482587064676617,0.3465346534653465,0.347394540942928
100,0.26,0.3465346534653465,0.3448275862068966,0.345679012345679
101,0.25742574257425743,0.3448275862068966,0.3431372549019608,0.343980343980344
102,0.2647058823529412,0.3480392156862745,0.3463414634146341,0.3471882640586797
103,0.2621359223300971,0.3463414634146341,0.3446601941747573,0.34549878345498786
104,0.25961538461538464,0.3446601941747573,0.34299516908212563,0.3438256658595642
105,0.2571428571428571,0.34299516908212563,0.34134615384615385,0.3421686746987952
106,0.25471698113207547,0.3472222222222222,0.3456221198156682,0.3464203233256351
107,0.2616822429906542,0.35023041474654376,0.3486238532110092,0.3494252873563219
108,0.25925925925925924,0.3486238532110092,0.3470319634703196,0.3478260869565218
109,0.25688073394495414,0.3470319634703196,0.34545454545454546,0.3462414578587699
110,0.2545454545454545,0.3511111111111111,0.3495575221238938,0.3503325942350332
111,0.26126126126126126,0.35398230088495575,0.3524229074889868,0.35320088300220753
112,0.25892857142857145,0.3648068669527897,0.3617021276595745,0.36324786324786323
113,0.25663716814159293,0.36324786324786323,0.3601694915254237,0.36170212765957444
114,0.2631578947368421,0.3659574468085106,0.3628691983122363,0.3644067796610169
115,0.2608695652173913,0.3644067796610169,0.36134453781512604,0.3628691983122363
116,0.25862068965517243,0.3628691983122363,0.3598326359832636,0.3613445378151261
117,0.26495726495726496,0.36554621848739494,0.3625,0.36401673640167365
118,0.2711864406779661,0.3682008368200837,0.3651452282157676,0.3666666666666667
119,0.2689075630252101,0.36666666666666664,0.36363636363636365,0.36514522821576767
120,0.26666666666666666,0.3651452282157676,0.36213991769547327,0.36363636363636365
121,0.2644628099173554,0.36363636363636365,0.36065573770491804,0.3621399176954732
122,0.26229508196721313,0.35856573705179284,0.3557312252964427,0.35714285714285715
123,0.2601626016260163,0.3568627450980392,0.3540856031128405,0.35546875000000006
124,0.2661290322580645,0.359375,0.35658914728682173,0.35797665369649806
125,0.264,0.35797665369649806,0.3552123552123552,0.35658914728682173
126,0.2619047619047619,0.35658914728682173,0.35384615384615387,0.3552123552123552
127,0.25984251968503935,0.35361216730038025,0.35094339622641507,0.3522727272727273
128,0.2578125,0.35315985130111527,0.3505535055350554,0.35185185185185186
129,0.26356589147286824,0.35555555555555557,0.35294117647058826,0.3542435424354244
130,0.26153846153846155,0.35424354243542433,0.3516483516483517,0.35294117647058826
131,0.2595419847328244,0.3594306049822064,0.3568904593639576,0.35815602836879434
132,0.25757575757575757,0.35815602836879434,0.35563380281690143,0.3568904593639576
133,0.2556390977443609,0.3568904593639576,0.3543859649122807,0.3556338028169014
134,0.2537313432835821,0.35563380281690143,0.3531468531468531,0.3543859649122807
135,0.2518518518518518,0.3583617747440273,0.35714285714285715,0.3577512776831346
136,0.25,0.35714285714285715,0.3559322033898305,0.3565365025466893
137,0.24817518248175183,0.3559322033898305,0.3547297297297297,0.35532994923857864
138,0.2463768115942029,0.3547297297297297,0.35353535353535354,0.3541315345699832
139,0.2446043165467626,0.35353535353535354,0.3523489932885906,0.3529411764705882
140,0.24285714285714285,0.35947712418300654,0.35714285714285715,0.3583061889250815
141,0.24113475177304963,0.35987261146496813,0.3575949367088608,0.3587301587301588
142,0.24647887323943662,0.3619047619047619,0.35962145110410093,0.360759493670886
143,0.2517482517482518,0.3639240506329114,0.36163522012578614,0.3627760252365931
144,0.25,0.3627760252365931,0.3605015673981191,0.3616352201257862
145,0.2482758620689655,0.36163522012578614,0.359375,0.36050156739811906
146,0.2465753424657534,0.3605015673981191,0.3582554517133956,0.359375
147,0.24489795918367346,0.3619631901840491,0.3597560975609756,0.36085626911314983
148,0.24324324324324326,0.36085626911314983,0.3586626139817629,0.35975609756097565
149,0.2483221476510067,0.3628048780487805,0.3606060606060606,0.3617021276595745
150,0.24666666666666667,0.3617021276595745,0.3595166163141994,0.36060606060606065
151,0.24503311258278146,0.3630952380952381,0.35988200589970504,0.3614814814814815
152,0.25,0.3649851632047478,0.36176470588235293,0.3633677991137371
153,0.2549019607843137,0.3668639053254438,0.36363636363636365,0.3652430044182622
154,0.2597402597402597,0.3687315634218289,0.3654970760233918,0.3671071953010279
155,0.25806451612903225,0.36764705882352944,0.36443148688046645,0.3660322108345534
156,0.26282051282051283,0.36950146627565983,0.36627906976744184,0.3678832116788321
157,0.2611464968152866,0.3684210526315789,0.3652173913043478,0.36681222707423583
158,0.25949367088607594,0.3673469387755102,0.36416184971098264,0.3657474600870828
159,0.2641509433962264,0.3691860465116279,0.3659942363112392,0.3675832127351664
160,0.2625,0.3681159420289855,0.3649425287356322,0.3665223665223665
161,0.2670807453416149,0.3699421965317919,0.3667621776504298,0.3683453237410072
162,0.2654320987654321,0.3688760806916426,0.3657142857142857,0.36728837876614057
163,0.26380368098159507,0.367816091954023,0.3646723646723647,0.36623748211731044
164,0.2621951219512195,0.3667621776504298,0.36363636363636365,0.36519258202567756
165,0.2606060606060606,0.3657142857142857,0.3626062322946176,0.36415362731152207
166,0.26506024096385544,0.36752136752136755,0.3644067796610169,0.3659574468085107
167,0.2634730538922156,0.3651685393258427,0.362116991643454,0.3636363636363636
168,0.2619047619047619,0.3643835616438356,0.3604336043360434,0.3623978201634877
169,0.26627218934911245,0.366120218579235,0.3621621621621622,0.3641304347826087
170,0.2647058823529412,0.3651226158038147,0.3611859838274933,0.3631436314363144
