round,SR,P,Recall,F1,,
48,0.6041666666666666,0.8431372549019608,0.37719298245614036,0.5212121212121212,,
49,0.6122448979591837,0.8461538461538461,0.3826086956521739,0.5269461077844311,,
50,0.62,0.8490566037735849,0.3879310344827586,0.5325443786982248,,
51,0.6274509803921569,0.8518518518518519,0.39316239316239315,0.5380116959064328,,
52,0.6346153846153846,0.8545454545454545,0.3983050847457627,0.5433526011560693,,
53,0.6415094339622641,0.8571428571428571,0.40336134453781514,0.5485714285714285,,
54,0.6481481481481481,0.8596491228070176,0.4083333333333333,0.5536723163841809,,
55,0.6363636363636364,0.8448275862068966,0.4049586776859504,0.547486033519553,,
56,0.625,0.847457627118644,0.4032258064516129,0.5464480874316939,,
57,0.631578947368421,0.85,0.408,0.5513513513513513,,
58,0.6206896551724138,0.8524590163934426,0.39097744360902253,0.5360824742268041,,
59,0.6271186440677966,0.8548387096774194,0.39552238805970147,0.5408163265306122,,
60,0.6333333333333333,0.8571428571428571,0.4,0.5454545454545455,,
61,0.639344262295082,0.859375,0.40441176470588236,0.55,,
62,0.6290322580645161,0.8461538461538461,0.40145985401459855,0.5445544554455446,,
63,0.6190476190476191,0.8333333333333334,0.39855072463768115,0.5392156862745098,,
64,0.609375,0.835820895522388,0.3916083916083916,0.5333333333333333,,
65,0.6153846153846154,0.8382352941176471,0.3958333333333333,0.5377358490566038,,
66,0.6212121212121212,0.8405797101449275,0.4,0.5420560747663551,,
67,0.6268656716417911,0.8428571428571429,0.4041095890410959,0.5462962962962963,,
68,0.6323529411764706,0.8450704225352113,0.40816326530612246,0.5504587155963303,,
69,0.6231884057971014,0.8333333333333334,0.40540540540540543,0.5454545454545455,,
70,0.6142857142857143,0.8356164383561644,0.3860759493670886,0.5281385281385281,,
71,0.6197183098591549,0.8378378378378378,0.389937106918239,0.5321888412017167,,
72,0.625,0.84,0.39375,0.5361702127659574,,
73,0.6301369863013698,0.8421052631578947,0.39751552795031053,0.540084388185654,,
74,0.6351351351351351,0.8441558441558441,0.4012345679012346,0.5439330543933054,,
75,0.64,0.8461538461538461,0.4049079754601227,0.5477178423236515,,
76,0.6447368421052632,0.8481012658227848,0.40853658536585363,0.5514403292181069,,
77,0.6493506493506493,0.85,0.4121212121212121,0.5551020408163264,,
78,0.6538461538461539,0.8518518518518519,0.41566265060240964,0.5587044534412955,,
79,0.6455696202531646,0.8414634146341463,0.41317365269461076,0.5542168674698795,,
80,0.6375,0.8433734939759037,0.4093567251461988,0.5511811023622047,,
81,0.6419753086419753,0.8452380952380952,0.4127906976744186,0.5546875,,
82,0.6463414634146342,0.8470588235294118,0.4161849710982659,0.5581395348837209,,
83,0.6506024096385542,0.8488372093023255,0.41954022988505746,0.5615384615384615,,
84,0.6547619047619048,0.8505747126436781,0.4228571428571429,0.5648854961832062,,
85,0.6588235294117647,0.8522727272727273,0.42613636363636365,0.5681818181818182,,
86,0.6511627906976745,0.8426966292134831,0.423728813559322,0.5639097744360902,,
87,0.6436781609195402,0.8444444444444444,0.41304347826086957,0.5547445255474454,,
88,0.6363636363636364,0.8461538461538461,0.4031413612565445,0.5460992907801417,,
89,0.6404494382022472,0.8478260869565217,0.40625,0.5492957746478874,,
90,0.6444444444444445,0.8494623655913979,0.40932642487046633,0.5524475524475524,,
91,0.6483516483516484,0.851063829787234,0.41237113402061853,0.5555555555555556,,
92,0.6521739130434783,0.8526315789473684,0.4153846153846154,0.5586206896551724,,
93,0.6451612903225806,0.84375,0.413265306122449,0.5547945205479452,,
94,0.648936170212766,0.845360824742268,0.41624365482233505,0.5578231292517007,,
95,0.6421052631578947,0.8367346938775511,0.41414141414141414,0.5540540540540541,,
96,0.6458333333333334,0.8383838383838383,0.41708542713567837,0.5570469798657718,,
97,0.6494845360824743,0.84,0.42,0.5599999999999999,,
98,0.6428571428571429,0.8415841584158416,0.4106280193236715,0.551948051948052,,
99,0.6464646464646465,0.8431372549019608,0.41346153846153844,0.5548387096774193,,
100,0.65,0.772,0.41626794258373206,0.5576923076923077,,
101,0.6534653465346535,0.8461538461538461,0.41904761904761906,0.5605095541401275,,
