round,SR,P,Recall,F1
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
4,0.5,0.5,0.5,0.5
5,0.4,0.4,0.4,0.4000000000000001
6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
7,0.2857142857142857,0.45454545454545453,0.45454545454545453,0.45454545454545453
8,0.25,0.5,0.5,0.5
9,0.2222222222222222,0.4090909090909091,0.4090909090909091,0.4090909090909091
10,0.2,0.35714285714285715,0.35714285714285715,0.35714285714285715
11,0.2727272727272727,0.3793103448275862,0.3793103448275862,0.3793103448275862
12,0.3333333333333333,0.4,0.4,0.4000000000000001
13,0.3076923076923077,0.3870967741935484,0.3870967741935484,0.3870967741935484
14,0.2857142857142857,0.375,0.375,0.375
15,0.26666666666666666,0.36363636363636365,0.36363636363636365,0.36363636363636365
16,0.25,0.35294117647058826,0.35294117647058826,0.35294117647058826
17,0.29411764705882354,0.37142857142857144,0.37142857142857144,0.37142857142857144
18,0.2777777777777778,0.3611111111111111,0.3611111111111111,0.3611111111111111
19,0.2631578947368421,0.3111111111111111,0.3111111111111111,0.3111111111111111
20,0.3,0.32608695652173914,0.32608695652173914,0.32608695652173914
21,0.2857142857142857,0.3191489361702128,0.3191489361702128,0.3191489361702128
22,0.3181818181818182,0.3333333333333333,0.3333333333333333,0.3333333333333333
23,0.30434782608695654,0.32727272727272727,0.32727272727272727,0.32727272727272727
24,0.3333333333333333,0.3392857142857143,0.3392857142857143,0.3392857142857143
25,0.32,0.3333333333333333,0.3333333333333333,0.3333333333333333
26,0.34615384615384615,0.3448275862068966,0.3448275862068966,0.3448275862068966
27,0.3333333333333333,0.3382352941176471,0.34328358208955223,0.34074074074074073
28,0.32142857142857145,0.3684210526315789,0.3684210526315789,0.3684210526315789
29,0.3103448275862069,0.36363636363636365,0.36363636363636365,0.36363636363636365
30,0.3,0.358974358974359,0.358974358974359,0.358974358974359
31,0.3225806451612903,0.3670886075949367,0.3670886075949367,0.3670886075949367
32,0.3125,0.3448275862068966,0.3448275862068966,0.3448275862068966
33,0.30303030303030304,0.3409090909090909,0.3409090909090909,0.3409090909090909
34,0.29411764705882354,0.33707865168539325,0.33707865168539325,0.33707865168539325
